1,0.950096
2,0.947421
3,0.927724
4,0.953139
5,0.910653
6,0.918295
7,0.888784
8,0.899356
9,0.946133
10,0.948598
11,0.958311
12,0.967589
13,0.966571
14,0.970033
15,0.973728
16,0.974703
17,0.97241
18,0.975846
19,0.970488
20,0.970293
21,0.968545
22,0.967076
23,0.962923
24,0.971525
25,0.949984
26,0.943251
27,0.950458
28,0.952524
29,0.96067
30,0.77424
31,0.645522
32,0.869926
33,0.924797
34,0.934278
35,0.963472
36,0.939814
37,0.967488
38,0.964976
39,0.953201
40,0.94782
41,0.953119
42,0.947126
43,0.961448
44,0.954004
45,0.935971
46,0.921883
47,0.934568
48,0.953674
49,0.93738
50,0.93868
51,0.915136
52,0.92678
53,0.939907
54,0.941254
55,0.937181
56,0.895223
57,0.933595
58,0.90038
59,0.898902
60,0.921507
61,0.943442
62,0.945414
63,0.955783
64,0.95411
65,0.960157
66,0.944804
67,0.959451
68,0.94035
69,0.962913
70,0.963691
71,0.972735
72,0.947452
73,0.947096
74,0.937017
75,0.951375
76,0.946313
77,0.952447
78,0.940244
79,0.956976
80,0.955783
81,0.946904
82,0.945607
83,0.937651
84,0.94094
85,0.918794
86,0.888349
87,0.893201
88,0.923441
89,0.93894
90,0.96004
91,0.9458
92,0.953396
93,0.9421
94,0.945002
95,0.932783
96,0.936906
97,0.938456
98,0.945868
99,0.948673
100,0.943607
101,0.948567
102,0.95154
103,0.957753
104,0.94824
105,0.93664
106,0.907241
107,0.932154
108,0.892374
109,0.258923
110,0.242524
111,0.913602
112,0.327462
113,0.460144
114,0.466385
115,0.537515
116,0.428473
117,0.406463
118,0.27621
119,0.050931
120,0.004913
121,0.002612
122,0.003786
123,0.002242
124,0.001517
125,0.001236
126,0.000709
127,0.000368
128,0.000908
129,0.001765
130,0.001762
131,0.001788
132,0.003312
133,0.003525
134,0.00139
135,0.000464
136,0.000527
137,0.000655
138,0.000564
139,0.002918
140,0.00261
141,0.00242
142,0.002809
143,0.005962
144,0.006532
145,0.004914
146,0.006236
147,0.074863
148,0.788489
149,0.946671
150,0.964281
151,0.968695
152,0.982094
153,0.980764
154,0.974332
155,0.97721
156,0.943807
157,0.958053
158,0.978063
159,0.97717
160,0.970648
161,0.978668
162,0.98014
163,0.971428
164,0.976691
165,0.958015
166,0.961788
167,0.95919
168,0.975151
169,0.939688
170,0.087192
171,0.003576
172,0.00255
173,0.003227
174,0.006811
175,0.006134
176,0.008373
177,0.002614
178,0.003081
179,0.002568
180,0.002997
181,0.004189
182,0.013015
183,0.01407
184,0.01916
185,0.018073
186,0.01328
187,0.012048
188,0.014526
189,0.011969
190,0.012011
191,0.006967
192,0.007837
193,0.007973
194,0.015545
195,0.013161
196,0.010708
197,0.008193
198,0.006557
199,0.006904
200,0.007969
201,0.006345
202,0.005466
203,0.009581
204,0.005141
205,0.001982
206,0.002557
207,0.001538
208,0.001359
209,0.001792
210,0.313838
211,0.95775
212,0.963183
213,0.964653
214,0.964668
215,0.971802
216,0.976578
217,0.121612
218,0.004086
219,0.002504
220,0.00311
221,0.002021
222,0.002432
223,0.001613
224,0.001219
225,0.000575
226,0.000578
227,0.000951
228,0.001008
229,0.002013
230,0.001415
231,0.001556
232,0.00116
233,0.001322
234,0.001496
235,0.001019
236,0.001217
237,0.000689
238,0.001006
239,0.001127
240,0.000468
241,0.006813
242,0.008096
243,0.00545
244,0.005502
245,0.003927
246,0.006405
247,0.003904
248,0.003216
249,0.003588
250,0.004328
251,0.011657
252,0.014551
253,0.011704
254,0.013702
255,0.012936
256,0.060856
257,0.985094
258,0.981195
259,0.972853
260,0.960946
261,0.968707
262,0.962987
263,0.965913
264,0.97028
265,0.978438
266,0.981778
267,0.605053
268,0.118342
269,0.03141
270,0.016924
271,0.017069
272,0.009301
273,0.016242
274,0.013172
275,0.012204
276,0.009298
277,0.010984
278,0.0059
279,0.009654
280,0.009036
281,0.006799
282,0.005436
283,0.005912
284,0.004843
285,0.002529
286,0.004196
287,0.004102
288,0.005737
289,0.00743
290,0.005869
291,0.005655
292,0.004479
293,0.004418
294,0.011352
295,0.010474
296,0.012065
297,0.00708
298,0.008906
