1,0.987033
2,0.988226
3,0.988711
4,0.987491
5,0.988645
6,0.986113
7,0.986421
8,0.986931
9,0.985125
10,0.982972
11,0.983963
12,0.984126
13,0.993108
14,0.992731
15,0.985556
16,0.989439
17,0.989919
18,0.989463
19,0.99049
20,0.989528
21,0.990144
22,0.990744
23,0.990866
24,0.990134
25,0.987126
26,0.987368
27,0.987431
28,0.987583
29,0.987559
30,0.988093
31,0.988077
32,0.987803
33,0.988179
34,0.987749
35,0.979656
36,0.980251
37,0.973812
38,0.975565
39,0.976842
40,0.977924
41,0.978581
42,0.977865
43,0.977397
44,0.97554
45,0.975015
46,0.974409
47,0.971927
48,0.970524
49,0.985069
50,0.966872
51,0.966911
52,0.967626
53,0.970412
54,0.972973
55,0.976995
56,0.971356
57,0.97448
58,0.975654
59,0.97476
60,0.969715
61,0.961191
62,0.959458
63,0.959187
64,0.956375
65,0.962303
66,0.974751
67,0.972729
68,0.968622
69,0.970618
70,0.969041
71,0.971709
72,0.97243
73,0.952518
74,0.963158
75,0.963942
76,0.962481
77,0.968381
78,0.96556
79,0.960854
80,0.965239
81,0.959842
82,0.956926
83,0.958176
84,0.961358
85,0.968035
86,0.970304
87,0.970195
88,0.967608
89,0.965298
90,0.96403
91,0.964236
92,0.961045
93,0.957609
94,0.958449
95,0.95874
96,0.958786
97,0.953784
98,0.950206
99,0.946691
100,0.944222
101,0.951214
102,0.942255
103,0.90643
104,0.931135
105,0.968572
106,0.963117
107,0.962842
108,0.954649
109,0.911931
110,0.908801
111,0.912078
112,0.910298
113,0.930236
114,0.943926
115,0.943942
116,0.945731
117,0.939038
118,0.917433
119,0.919463
120,0.925161
121,0.946777
122,0.948858
123,0.956423
124,0.964805
125,0.964779
126,0.961041
127,0.955235
128,0.960535
129,0.967337
130,0.961514
131,0.964239
132,0.968466
133,0.965476
134,0.964529
135,0.96805
136,0.954859
137,0.85853
138,0.93191
139,0.954981
140,0.973355
141,0.978097
142,0.96863
143,0.968733
144,0.965743
145,0.979337
146,0.97877
147,0.979949
148,0.978904
149,0.980676
150,0.980873
151,0.98124
152,0.981552
153,0.981068
154,0.981462
155,0.981982
156,0.980601
157,0.982428
158,0.98156
159,0.981614
160,0.982204
161,0.981857
162,0.981257
163,0.983298
164,0.984437
165,0.985072
166,0.985388
167,0.987056
168,0.987034
169,0.98327
170,0.983382
171,0.984978
172,0.985164
173,0.985003
174,0.985863
175,0.984534
176,0.98459
177,0.985077
178,0.984972
179,0.984958
180,0.985248
181,0.982575
182,0.982126
183,0.98236
184,0.982354
185,0.982104
186,0.981659
187,0.982707
188,0.982912
189,0.976311
190,0.976016
191,0.976821
192,0.977072
193,0.982249
194,0.982456
195,0.981618
196,0.982075
197,0.982631
198,0.983338
199,0.983024
200,0.983034
201,0.983151
202,0.983484
203,0.985689
204,0.987682
205,0.987027
206,0.986148
207,0.985555
208,0.986567
209,0.98762
210,0.987782
211,0.987597
212,0.987391
213,0.98798
214,0.987548
215,0.987665
216,0.98813
217,0.986928
218,0.9881
219,0.988876
220,0.989102
221,0.988013
222,0.988338
223,0.988804
224,0.988663
225,0.988185
226,0.98835
227,0.988119
228,0.988291
229,0.986952
230,0.986766
231,0.984723
232,0.985631
233,0.986326
234,0.986169
235,0.983264
236,0.983827
237,0.98317
238,0.984127
239,0.982776
240,0.982657
241,0.987002
242,0.987344
243,0.986827
244,0.986629
245,0.987484
246,0.989016
247,0.989233
248,0.988982
249,0.989
250,0.98098
251,0.983487
252,0.984124
253,0.969376
254,0.970149
255,0.966822
256,0.955608
257,0.951886
258,0.968279
259,0.970577
260,0.971298
261,0.971009
262,0.971839
263,0.97213
264,0.970807
265,0.97332
266,0.972445
267,0.97738
268,0.976149
269,0.974249
270,0.977902
271,0.977417
272,0.978482
273,0.977965
274,0.977801
275,0.977364
276,0.977147
277,0.978229
278,0.977504
279,0.977614
280,0.973964
281,0.977168
282,0.974897
283,0.972337
284,0.972879
285,0.972688
286,0.972231
287,0.966958
288,0.963832
289,0.961704
290,0.961487
291,0.963762
292,0.961257
293,0.970011
294,0.977261
295,0.98278
296,0.97983
297,0.980746
298,0.982386
299,0.983211
300,0.98543
301,0.984289
302,0.988024
303,0.988205
304,0.982052
305,0.985099
306,0.984754
307,0.981744
308,0.981771
309,0.981824
310,0.983387
311,0.981384
312,0.981739
313,0.982291
314,0.981099
315,0.981917
316,0.980025
317,0.979765
318,0.852818
319,0.868555
320,0.934263
321,0.947748
322,0.956552
323,0.959949
324,0.967354
325,0.96676
326,0.967047
327,0.975337
328,0.97441
329,0.974511
330,0.973655
